,2011-01-18 06:00:00,2011-01-18 09:00:00,2011-01-18 12:00:00,2011-01-18 15:00:00,2011-01-18 18:00:00,2011-01-18 21:00:00,2011-01-19 00:00:00,2011-01-19 03:00:00,2011-01-19 06:00:00
DWPC,0.96,0.68,0.32,0.38,-0.49,-2.02,-3.23,-5.56,-6.93
HCLD,46.0,78.0,100.0,99.0,89.0,0.0,0.0,0.0,0.0
LCLD,99.0,96.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0
MCLD,51.0,73.0,73.0,21.0,3.0,0.0,0.0,0.0,0.0
PRCP,0.0,2.75,1.93,0.66,0.84,0.19,0.11,0.12,0.08
PRES,978.3,977.7,978.1,979.8,980.7,982.3,985.4,987.5,988.3
TMPC,1.14,0.94,0.64,0.74,0.34,-1.16,-2.56,-4.36,-5.56
UWND,1.7,1.8,2.3,0.8,1.2,2.1,2.4,1.5,1.6
VWND,4.2,3.2,0.3,-3.9,-6.5,-6.7,-6.2,-6.6,-4.9
WSPD,4.531004303683677,3.6715119501371642,2.3194827009486403,3.9812058474788765,6.609841147864296,7.021395872616783,6.648308055437865,6.768308503607086,5.15460958754395
