,2016-02-21 06:00:00,2016-02-21 09:00:00,2016-02-21 12:00:00,2016-02-21 15:00:00,2016-02-21 18:00:00,2016-02-21 21:00:00,2016-02-22 00:00:00,2016-02-22 03:00:00,2016-02-22 06:00:00
DWPC,2.48,2.3,0.78,0.59,1.19,1.94,2.06,-0.61,-2.56
HCLD,12.0,39.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,1.0,1.0,0.0,0.0,0.0,66.0,0.0,0.0
MCLD,0.0,0.0,0.0,44.0,8.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,988.7,988.9,989.3,990.2,990.5,989.4,991.2,993.2,993.7
TMPC,5.44,3.24,1.64,3.74,7.84,8.84,5.54,1.84,-0.26
UWND,-1.5,-2.5,-2.1,-2.4,-0.8,-0.3,-1.5,-0.8,-1.1
VWND,-4.9,-4.3,-3.3,-2.6,-3.8,-5.1,-5.2,-5.1,-4.8
WSPD,5.1244511901275835,4.973932046178355,3.9115214431215892,3.5383612025908264,3.8832975677895196,5.10881590977792,5.412023651093923,5.162363799656123,4.924428900898052
