,2014-03-27 06:00:00,2014-03-27 09:00:00,2014-03-27 12:00:00,2014-03-27 15:00:00,2014-03-27 18:00:00,2014-03-27 21:00:00,2014-03-28 00:00:00,2014-03-28 03:00:00,2014-03-28 06:00:00
DWPC,-4.31,-2.62,-0.01,1.57,5.19,6.62,6.44,8.05,10.27
HCLD,95.0,94.0,70.0,19.0,69.0,84.0,94.0,43.0,1.0
LCLD,0.0,15.0,97.0,100.0,84.0,75.0,99.0,75.0,85.0
MCLD,64.0,97.0,99.0,24.0,46.0,0.0,48.0,9.0,15.0
PRCP,0.0,0.53,5.78,0.95,0.16,0.04,0.26,2.0,0.42
PRES,989.3,986.7,984.2,983.2,980.6,977.5,975.6,974.8,973.5
TMPC,1.54,1.74,1.94,3.54,11.34,11.24,8.84,9.14,11.24
UWND,-0.9,-0.8,-1.8,-0.8,2.0,0.1,-1.0,-0.3,4.0
VWND,6.1,6.2,7.2,7.8,10.2,8.4,9.8,9.4,7.1
WSPD,6.166036003787198,6.251399843235114,7.42159012611179,7.840918313565063,10.394229168149026,8.400595217006948,9.850888284819803,9.404786015641186,8.149233092751734
