,2012-07-28 06:00:00,2012-07-28 09:00:00,2012-07-28 12:00:00,2012-07-28 15:00:00,2012-07-28 18:00:00,2012-07-28 21:00:00,2012-07-29 00:00:00,2012-07-29 03:00:00,2012-07-29 06:00:00
DWPC,18.11,17.61,17.88,18.42,20.07,21.02,21.74,18.88,16.61
HCLD,0.0,0.0,22.0,89.0,71.0,24.0,48.0,20.0,44.0
LCLD,0.0,10.0,74.0,97.0,59.0,57.0,-9999.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0
PRCP,0.0,0.0,0.06,0.08,0.12,0.13,0.04,0.0,0.0
PRES,987.8,988.9,989.8,991.1,991.3,990.9,990.6,991.5,991.5
TMPC,18.44,17.84,18.64,19.74,22.84,24.64,23.44,19.34,17.04
UWND,1.8,1.7,0.8,0.8,0.7,0.6,-0.9,-1.7,-1.6
VWND,-2.0,-2.2,-2.3,-2.2,-2.3,-2.7,-1.8,-1.0,-0.9
WSPD,2.6907248094147422,2.7802877548915688,2.435159132377184,2.340939982143925,2.4041630560342613,2.7658633371878665,2.012461179749811,1.972308292331602,1.8357559750685821
