,2012-04-19 06:00:00,2012-04-19 09:00:00,2012-04-19 12:00:00,2012-04-19 15:00:00,2012-04-19 18:00:00,2012-04-19 21:00:00,2012-04-20 00:00:00,2012-04-20 03:00:00,2012-04-20 06:00:00
DWPC,8.67,7.43,7.43,9.21,8.99,10.07,12.54,11.68,10.41
HCLD,0.0,1.0,1.0,10.0,70.0,94.0,88.0,71.0,87.0
LCLD,0.0,1.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,68.0,74.0,58.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,989.2,988.0,987.7,987.7,986.3,983.5,981.7,982.1,980.6
TMPC,11.94,10.94,10.64,16.84,21.04,21.24,17.94,15.74,14.24
UWND,1.1,1.4,1.1,1.2,1.4,1.2,-0.2,0.0,0.9
VWND,3.5,3.6,3.6,4.4,6.3,6.8,4.6,4.5,5.2
WSPD,3.6687872655688283,3.862641583165593,3.7643060449437424,4.560701700396552,6.453681120105021,6.905070600652827,4.604345773288535,4.5,5.277309920783504
