,2011-12-24 06:00:00,2011-12-24 09:00:00,2011-12-24 12:00:00,2011-12-24 15:00:00,2011-12-24 18:00:00,2011-12-24 21:00:00,2011-12-25 00:00:00,2011-12-25 03:00:00,2011-12-25 06:00:00
DWPC,-6.46,-7.19,-7.53,-7.82,-7.01,-5.21,-4.41,-4.09,-3.91
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,999.1,999.4,1000.1,1001.0,1000.2,998.5,999.2,998.8,998.3
TMPC,-1.46,-1.66,-2.16,-0.56,2.64,3.04,-0.36,-0.86,-1.16
UWND,4.0,3.5,2.5,2.6,3.6,3.8,3.4,3.8,4.2
VWND,1.7,1.2,1.2,2.7,3.0,2.7,2.5,2.0,1.8
WSPD,4.346262762420146,3.6999999999999997,2.773084924772409,3.7483329627982624,4.686149805543993,4.661544808322666,4.220189569201838,4.294182110716777,4.5694638635183455
