,2016-06-18 06:00:00,2016-06-18 09:00:00,2016-06-18 12:00:00,2016-06-18 15:00:00,2016-06-18 18:00:00,2016-06-18 21:00:00,2016-06-19 00:00:00,2016-06-19 03:00:00,2016-06-19 06:00:00
DWPC,12.25,10.92,13.07,16.01,17.91,17.64,19.45,15.78,13.63
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,992.5,992.9,995.4,996.4,996.2,995.4,995.7,997.3,997.8
TMPC,16.64,15.34,16.74,22.74,27.74,28.54,26.04,20.44,18.44
UWND,-2.6,-2.8,-3.2,-4.4,-4.1,-4.5,-2.7,-2.8,-3.1
VWND,-2.4,-2.4,-2.1,-0.8,0.3,0.3,0.9,1.4,0.9
WSPD,3.5383612025908264,3.6878177829171546,3.8275318418009276,4.47213595499958,4.110960958218893,4.509988913511872,2.8460498941515415,3.1304951684997055,3.228002478313795
