,2019-05-11 06:00:00,2019-05-11 09:00:00,2019-05-11 12:00:00,2019-05-11 15:00:00,2019-05-11 18:00:00,2019-05-11 21:00:00,2019-05-12 00:00:00,2019-05-12 03:00:00,2019-05-12 06:00:00
DWPC,5.37,2.21,2.02,1.88,4.24,6.2,7.32,7.09,6.79
HCLD,83.0,31.0,44.0,100.0,100.0,100.0,100.0,97.0,82.0
LCLD,0.0,0.0,0.0,0.0,30.0,69.0,41.0,0.0,0.0
MCLD,14.0,65.0,42.0,100.0,100.0,100.0,100.0,50.0,42.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.01
PRES,993.1,992.7,992.6,991.4,990.2,988.2,986.5,986.2,985.3
TMPC,9.34,7.44,7.84,10.14,11.04,11.94,11.14,9.34,7.74
UWND,-3.5,-2.4,-2.7,-3.9,-2.2,-3.2,-2.9,-2.9,-2.7
VWND,0.0,-0.7,-1.8,-0.8,-2.6,-2.2,-2.1,-1.8,-1.4
WSPD,3.5,2.5,3.2449961479175906,3.9812058474788765,3.4058772731852804,3.88329756778952,3.5805027579936315,3.4132096331752027,3.0413812651491097
