,2018-02-12 06:00:00,2018-02-12 09:00:00,2018-02-12 12:00:00,2018-02-12 15:00:00,2018-02-12 18:00:00,2018-02-12 21:00:00,2018-02-13 00:00:00,2018-02-13 03:00:00,2018-02-13 06:00:00
DWPC,-13.27,-15.14,-16.29,-14.38,-10.48,-8.96,-11.23,-11.3,-11.47
HCLD,50.0,0.0,0.0,0.0,2.0,8.0,4.0,3.0,21.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,1001.5,1004.5,1006.9,1009.9,1011.1,1010.6,1012.3,1012.6,1011.6
TMPC,-11.36,-12.96,-13.96,-11.36,-7.66,-6.16,-9.56,-9.76,-9.96
UWND,1.6,0.6,-0.5,-1.5,-1.6,-1.8,-1.6,-3.0,-3.4
VWND,-2.5,-2.9,-2.8,-3.3,-3.3,-3.4,-3.0,-2.6,-1.6
WSPD,2.968164415931166,2.9614185789921694,2.8442925306655784,3.6249137920783716,3.6674241641784495,3.8470768123342687,3.4,3.9698866482558417,3.757658845611187
