,2015-01-06 06:00:00,2015-01-06 09:00:00,2015-01-06 12:00:00,2015-01-06 15:00:00,2015-01-06 18:00:00,2015-01-06 21:00:00,2015-01-07 00:00:00,2015-01-07 03:00:00,2015-01-07 06:00:00
DWPC,-10.58,-10.47,-13.89,-13.12,-11.53,-12.19,-14.31,-14.31,-14.88
HCLD,100.0,16.0,0.0,6.0,26.0,67.0,71.0,85.0,89.0
LCLD,100.0,93.0,61.0,0.0,24.0,61.0,7.0,10.0,28.0
MCLD,100.0,36.0,0.0,0.0,0.0,0.0,20.0,45.0,45.0
PRCP,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.0,0.05
PRES,997.9,994.9,995.4,998.9,1000.0,999.1,999.6,999.9,1000.9
TMPC,-9.66,-8.26,-10.76,-11.66,-9.76,-10.06,-12.76,-12.66,-13.06
UWND,-1.8,-1.1,2.2,2.1,3.8,5.5,5.1,5.6,5.1
VWND,3.7,3.3,-1.6,-4.3,-3.1,-1.5,-1.5,-1.5,-3.6
WSPD,4.114608122288197,3.478505426185217,2.720294101747089,4.78539444560216,4.904079934095692,5.70087712549569,5.316013544000805,5.797413216254298,6.2425956140054435
