,2011-11-26 06:00:00,2011-11-26 09:00:00,2011-11-26 12:00:00,2011-11-26 15:00:00,2011-11-26 18:00:00,2011-11-26 21:00:00,2011-11-27 00:00:00,2011-11-27 03:00:00,2011-11-27 06:00:00
DWPC,5.86,6.13,6.86,9.25,11.07,11.76,10.46,5.37,4.57
HCLD,99.0,99.0,85.0,90.0,92.0,87.0,85.0,96.0,100.0
LCLD,0.0,0.0,0.0,23.0,99.0,100.0,98.0,63.0,65.0
MCLD,6.0,42.0,0.0,1.0,25.0,58.0,96.0,99.0,99.0
PRCP,0.0,0.0,0.0,0.07,1.28,3.02,6.54,1.02,3.24
PRES,987.8,986.6,985.4,984.9,982.8,981.2,981.7,982.9,982.0
TMPC,8.24,8.14,7.74,10.84,12.24,13.04,11.04,7.14,6.14
UWND,1.8,1.1,0.0,1.3,0.1,1.2,4.5,4.8,3.6
VWND,5.9,6.1,6.7,8.5,7.6,6.1,-1.3,-3.4,-3.5
WSPD,6.168468205316454,6.198386886924694,6.7,8.598837130682265,7.600657866263946,6.216912416947821,4.684015371452148,5.882176467941097,5.020956084253277
