,2012-02-18 06:00:00,2012-02-18 09:00:00,2012-02-18 12:00:00,2012-02-18 15:00:00,2012-02-18 18:00:00,2012-02-18 21:00:00,2012-02-19 00:00:00,2012-02-19 03:00:00,2012-02-19 06:00:00
DWPC,0.94,0.53,-1.49,-3.75,-4.53,-5.29,-4.64,-4.88,-6.82
HCLD,18.0,89.0,89.0,0.0,60.0,92.0,94.0,98.0,100.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,72.0,98.0,35.0,1.0,0.0,0.0,36.0,96.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,991.3,991.1,992.4,993.2,993.7,992.4,992.8,993.4,992.5
TMPC,2.14,1.44,-0.06,1.24,3.64,4.24,1.64,-0.36,-1.26
UWND,3.9,1.9,1.5,0.7,0.1,-1.6,-2.9,-3.7,-4.2
VWND,1.1,-2.9,-3.3,-5.0,-5.3,-4.5,-3.3,-3.2,-3.8
WSPD,4.052159917870962,3.4669871646719432,3.6249137920783716,5.048762224545735,5.300943312279429,4.775981574503821,4.393176527297759,4.8918299234540035,5.663920903402518
