,2018-05-03 06:00:00,2018-05-03 09:00:00,2018-05-03 12:00:00,2018-05-03 15:00:00,2018-05-03 18:00:00,2018-05-03 21:00:00,2018-05-04 00:00:00,2018-05-04 03:00:00,2018-05-04 06:00:00
DWPC,18.95,18.98,18.64,18.75,18.82,18.81,18.37,18.36,17.74
HCLD,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
LCLD,7.0,69.0,51.0,7.0,9.0,69.0,85.0,98.0,70.0
MCLD,7.0,60.0,72.0,96.0,98.0,68.0,55.0,0.0,0.0
PRCP,0.0,10.86,2.56,2.6,3.51,4.18,4.04,0.13,2.08
PRES,988.3,987.3,987.5,988.3,988.8,987.8,986.2,985.5,985.2
TMPC,20.24,20.14,20.64,22.14,22.34,20.84,21.04,21.24,20.24
UWND,1.7,3.4,3.6,4.8,4.2,2.7,3.0,3.9,6.1
VWND,4.0,4.8,5.5,6.6,6.9,5.2,6.9,6.5,6.5
WSPD,4.346262762420146,5.882176467941097,6.573431371817918,8.160882305241266,8.077747210701755,5.8591808301161015,7.523961722390672,7.58023746329889,8.91403387922662
