,2010-01-19 06:00:00,2010-01-19 09:00:00,2010-01-19 12:00:00,2010-01-19 15:00:00,2010-01-19 18:00:00,2010-01-19 21:00:00,2010-01-20 00:00:00,2010-01-20 03:00:00,2010-01-20 06:00:00
DWPC,-3.11,-3.69,-4.38,-3.9,-2.1,-1.8,-3.55,-4.56,-5.3
HCLD,50.0,0.0,0.0,0.0,0.0,52.0,74.0,2.0,2.0
LCLD,0.0,1.0,3.0,0.0,0.0,2.0,4.0,3.0,13.0
MCLD,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,987.9,987.3,987.4,988.6,988.6,987.3,987.8,988.0,987.9
TMPC,-2.16,-2.66,-3.56,-2.16,0.94,1.44,-2.16,-3.06,-3.66
UWND,0.1,0.3,-0.6,-1.3,-1.1,-1.4,-2.3,-3.2,-3.5
VWND,-1.5,-1.9,-2.5,-2.5,-1.9,-2.0,-1.8,-1.7,-0.8
WSPD,1.5033296378372907,1.9235384061671343,2.570992026436488,2.817800560721074,2.195449840010015,2.4413111231467406,2.9206163733020465,3.6235341863986883,3.5902646142032486
