,2017-03-05 06:00:00,2017-03-05 09:00:00,2017-03-05 12:00:00,2017-03-05 15:00:00,2017-03-05 18:00:00,2017-03-05 21:00:00,2017-03-06 00:00:00,2017-03-06 03:00:00,2017-03-06 06:00:00
DWPC,4.08,3.84,3.18,3.97,5.37,6.56,8.43,7.08,6.35
HCLD,0.0,0.0,0.0,2.0,22.0,36.0,32.0,23.0,39.0
LCLD,0.0,0.0,0.0,0.0,44.0,59.0,95.0,76.0,44.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
PRES,1000.2,998.9,998.5,998.0,996.4,993.8,993.7,994.2,993.8
TMPC,4.94,4.84,4.44,8.74,13.44,13.14,11.44,10.34,8.24
UWND,-1.8,-0.6,-0.2,0.9,2.3,1.9,2.9,2.7,2.3
VWND,4.6,4.2,5.0,7.2,8.4,6.2,6.5,6.4,6.6
WSPD,4.9396356140913875,4.242640687119285,5.0039984012787215,7.256031973468695,8.709190547921201,6.48459713474939,7.117583859709698,6.946221994724903,6.98927750200262
