,2011-03-09 06:00:00,2011-03-09 09:00:00,2011-03-09 12:00:00,2011-03-09 15:00:00,2011-03-09 18:00:00,2011-03-09 21:00:00,2011-03-10 00:00:00,2011-03-10 03:00:00,2011-03-10 06:00:00
DWPC,6.12,6.93,7.94,8.87,8.08,5.67,5.21,3.74,1.76
HCLD,98.0,99.0,99.0,7.0,-9999.0,0.0,0.0,0.0,0.0
LCLD,101.0,100.0,100.0,98.0,82.0,94.0,98.0,98.0,94.0
MCLD,97.0,97.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,10.04,1.83,0.65,0.17,0.18,0.32,0.39,0.32
PRES,984.1,980.0,977.7,977.9,978.3,978.5,980.3,982.0,983.1
TMPC,6.64,7.34,8.34,9.24,10.54,7.64,5.94,4.44,2.64
UWND,-5.5,-3.6,-0.8,2.1,5.2,5.9,4.9,4.7,4.5
VWND,3.1,5.2,5.7,3.8,4.2,3.2,1.8,-1.7,-3.5
WSPD,6.313477647065839,6.324555320336759,5.755866572463264,4.341658669218482,6.684309986827362,6.711929677819934,5.220153254455275,4.99799959983992,5.70087712549569
