,2018-12-12 06:00:00,2018-12-12 09:00:00,2018-12-12 12:00:00,2018-12-12 15:00:00,2018-12-12 18:00:00,2018-12-12 21:00:00,2018-12-13 00:00:00,2018-12-13 03:00:00,2018-12-13 06:00:00
DWPC,-1.33,-0.07,0.15,0.66,-2.01,-0.2,-0.78,-1.56,-1.83
HCLD,88.0,100.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,50.0,100.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,987.2,985.3,983.0,983.0,983.3,983.7,986.1,987.1,987.9
TMPC,1.14,1.74,1.84,3.24,3.34,3.64,0.54,-0.36,-0.36
UWND,1.3,0.6,1.2,5.9,6.7,6.1,3.5,1.7,0.6
VWND,4.6,5.4,6.7,4.6,3.2,1.9,0.1,1.1,1.3
WSPD,4.780167361086848,5.43323108288245,6.806614430096654,7.481310045707236,7.424957912338629,6.389053137985314,3.5014282800023193,2.0248456731316584,1.4317821063276355
