,2012-12-22 06:00:00,2012-12-22 09:00:00,2012-12-22 12:00:00,2012-12-22 15:00:00,2012-12-22 18:00:00,2012-12-22 21:00:00,2012-12-23 00:00:00,2012-12-23 03:00:00,2012-12-23 06:00:00
DWPC,-9.23,-9.36,-9.43,-10.04,-9.65,-9.28,-7.85,-6.23,-4.87
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,994.2,994.6,994.4,995.0,993.2,990.8,989.4,988.1,986.5
TMPC,-5.76,-6.06,-6.16,-4.66,-0.86,0.64,-2.06,-2.06,-2.16
UWND,4.5,3.2,3.2,2.3,1.7,1.0,1.2,1.5,2.3
VWND,-3.5,-2.5,-0.6,0.3,2.3,3.6,4.3,4.1,2.9
WSPD,5.70087712549569,4.060788100849391,3.2557641192199416,2.3194827009486403,2.8600699292150185,3.736308338453881,4.464302857109943,4.365775990588615,3.7013511046643495
