,2019-05-24 06:00:00,2019-05-24 09:00:00,2019-05-24 12:00:00,2019-05-24 15:00:00,2019-05-24 18:00:00,2019-05-24 21:00:00,2019-05-25 00:00:00,2019-05-25 03:00:00,2019-05-25 06:00:00
DWPC,13.4,13.08,14.03,15.61,20.49,20.45,21.28,20.07,19.01
HCLD,38.0,100.0,100.0,100.0,100.0,100.0,100.0,74.0,67.0
LCLD,0.0,0.0,20.0,53.0,27.0,1.0,2.0,4.0,3.0
MCLD,0.0,49.0,74.0,14.0,7.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.32,3.7399999999999998,2.01,0.0,0.0,0.02,0.16,0.23
PRES,992.5,992.0,993.5,993.4,990.9,989.1,987.9,988.4,988.5
TMPC,18.14,17.64,16.54,19.74,26.04,29.44,27.34,23.44,22.34
UWND,-1.8,-2.7,-4.0,-4.1,-0.2,3.6,1.1,0.8,2.3
VWND,-1.7,-0.8,-0.5,2.0,5.2,4.9,4.1,4.4,4.7
WSPD,2.4758836806279896,2.816025568065745,4.031128874149275,4.561797891182818,5.203844732503075,6.080296045424105,4.244997055358225,4.47213595499958,5.232590180780452
