,2010-12-18 06:00:00,2010-12-18 09:00:00,2010-12-18 12:00:00,2010-12-18 15:00:00,2010-12-18 18:00:00,2010-12-18 21:00:00,2010-12-19 00:00:00,2010-12-19 03:00:00,2010-12-19 06:00:00
DWPC,-10.07,-10.21,-10.87,-9.19,-6.9,-6.26,-8.76,-9.48,-9.96
HCLD,64.0,71.0,45.0,25.0,3.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,2.0,41.0,67.0,23.0,1.0,0.0,0.0
MCLD,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0
PRES,992.8,992.7,992.1,992.4,991.2,989.8,990.4,990.2,990.4
TMPC,-9.26,-9.46,-10.06,-8.16,-5.16,-4.86,-8.06,-8.76,-9.06
UWND,3.4,3.4,3.5,3.9,4.3,3.8,3.4,3.2,2.8
VWND,-0.4,0.9,0.2,-0.1,0.2,0.2,0.3,0.0,-0.2
WSPD,3.4234485537247377,3.517101079013795,3.5057096285916205,3.9012818406262317,4.304648650006176,3.8052595180880893,3.413209633175202,3.2,2.80713376952364
