,2015-11-29 06:00:00,2015-11-29 09:00:00,2015-11-29 12:00:00,2015-11-29 15:00:00,2015-11-29 18:00:00,2015-11-29 21:00:00,2015-11-30 00:00:00,2015-11-30 03:00:00,2015-11-30 06:00:00
DWPC,-0.14,-1.03,-2.33,-4.23,-4.62,-4.73,-4.82,-5.07,-4.68
HCLD,100.0,94.0,80.0,89.0,99.0,100.0,100.0,33.0,1.0
LCLD,6.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,10.0
MCLD,1.0,2.0,98.0,62.0,30.0,0.0,0.0,0.0,54.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,998.1,997.7,998.7,998.8,998.1,997.2,997.9,997.4,997.6
TMPC,3.34,2.44,2.44,2.84,4.94,5.34,3.84,2.94,2.74
UWND,-2.4,-2.7,-2.2,-6.1,-4.5,-3.6,-3.9,-5.8,-4.1
VWND,-4.0,-4.7,-4.7,-3.5,-3.5,-3.3,-3.7,-2.1,-1.8
WSPD,4.66476151587624,5.420332093147061,5.189412298131649,7.032780389006897,5.70087712549569,4.883646178829912,5.375872022286245,6.168468205316454,4.477722635447622
