,2019-03-12 06:00:00,2019-03-12 09:00:00,2019-03-12 12:00:00,2019-03-12 15:00:00,2019-03-12 18:00:00,2019-03-12 21:00:00,2019-03-13 00:00:00,2019-03-13 03:00:00,2019-03-13 06:00:00
DWPC,-2.88,-3.28,-3.47,-2.47,-2.45,-1.34,0.3,1.43,2.99
HCLD,0.0,0.0,0.0,73.0,86.0,100.0,100.0,100.0,100.0
LCLD,0.0,0.0,0.0,0.0,0.0,16.0,43.0,2.0,49.0
MCLD,0.0,0.0,0.0,0.0,0.0,25.0,13.0,95.0,98.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.37
PRES,1001.8,1001.2,1000.8,1000.7,998.7,995.2,994.1,993.7,991.3
TMPC,1.24,0.34,-0.16,4.64,10.04,11.54,8.84,7.14,7.54
UWND,-0.9,-1.8,-2.2,-1.6,-0.9,-0.9,-1.2,-1.9,-0.9
VWND,-1.7,0.1,1.2,3.2,5.3,5.4,4.1,3.2,6.3
WSPD,1.9235384061671343,1.8027756377319946,2.505992817228334,3.577708763999664,5.375872022286245,5.474486277268398,4.272001872658765,3.721558813185679,6.363961030678928
