,2015-06-25 06:00:00,2015-06-25 09:00:00,2015-06-25 12:00:00,2015-06-25 15:00:00,2015-06-25 18:00:00,2015-06-25 21:00:00,2015-06-26 00:00:00,2015-06-26 03:00:00,2015-06-26 06:00:00
DWPC,17.58,18.56,21.06,21.77,22.65,23.29,24.32,21.09,17.82
HCLD,99.0,100.0,100.0,1.0,-9999.0,0.0,0.0,100.0,100.0
LCLD,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,45.0
MCLD,8.0,62.0,2.0,1.0,1.0,0.0,0.0,0.0,40.0
PRCP,0.0,1.6,0.01,0.0,0.0,0.0,1.98,10.12,6.04
PRES,989.7,987.7,987.1,987.4,985.9,984.2,984.1,985.7,986.4
TMPC,20.64,20.44,22.54,27.94,31.04,31.54,28.24,21.94,18.74
UWND,-0.5,1.3,0.3,6.0,8.7,9.4,5.6,-1.9,-3.0
VWND,3.9,6.2,1.6,1.0,1.4,1.1,-1.5,-6.5,-3.9
WSPD,3.9319206502674997,6.334824385884742,1.6278820596099708,6.082762530298219,8.811923740024081,9.464142856064674,5.797413216254298,6.772001181334805,4.920365840057018
