,2017-01-03 06:00:00,2017-01-03 09:00:00,2017-01-03 12:00:00,2017-01-03 15:00:00,2017-01-03 18:00:00,2017-01-03 21:00:00,2017-01-04 00:00:00,2017-01-04 03:00:00,2017-01-04 06:00:00
DWPC,8.7,8.42,7.55,5.79,4.39,2.31,-1.18,-4.79,-7.78
HCLD,66.0,0.0,82.0,98.0,96.0,43.0,-9999.0,0.0,0.0
LCLD,100.0,97.0,97.0,96.0,96.0,99.0,97.0,67.0,13.0
MCLD,13.0,0.0,0.0,72.0,86.0,42.0,4.0,9.0,97.0
PRCP,0.0,0.01,0.05,0.04,0.06,0.11,0.02,0.01,0.0
PRES,982.7,982.0,981.7,983.1,984.0,984.7,987.0,988.9,989.6
TMPC,9.04,8.84,8.04,7.04,6.94,5.24,2.44,-1.76,-2.16
UWND,1.8,1.8,2.0,3.0,3.8,4.0,4.2,3.7,4.2
VWND,-1.4,-2.3,-3.0,-4.2,-5.1,-5.5,-5.6,-4.7,-4.7
WSPD,2.280350850198276,2.9206163733020465,3.605551275463989,5.1613951602255765,6.360031446463138,6.800735254367722,7.0,5.981638571495273,6.30317380372777
