,2011-02-27 06:00:00,2011-02-27 09:00:00,2011-02-27 12:00:00,2011-02-27 15:00:00,2011-02-27 18:00:00,2011-02-27 21:00:00,2011-02-28 00:00:00,2011-02-28 03:00:00,2011-02-28 06:00:00
DWPC,1.88,1.04,2.14,4.42,6.14,10.87,11.97,12.15,11.51
HCLD,88.0,91.0,83.0,87.0,93.0,91.0,67.0,96.0,96.0
LCLD,97.0,36.0,84.0,99.0,99.0,91.0,53.0,83.0,67.0
MCLD,0.0,2.0,72.0,65.0,37.0,79.0,65.0,63.0,81.0
PRCP,0.0,0.01,0.04,0.06,0.5,0.39,0.14,0.08,7.06
PRES,982.8,981.9,981.4,980.9,979.0,975.4,975.1,974.4,972.6
TMPC,2.14,1.34,2.44,4.94,6.44,11.34,12.34,12.54,11.94
UWND,1.1,1.7,0.4,-0.9,-0.9,0.9,0.9,1.4,4.1
VWND,3.0,2.6,3.3,3.8,4.5,5.0,6.3,6.9,1.2
WSPD,3.1953090617340916,3.1064449134018135,3.324154027718932,3.905124837953327,4.589117562233506,5.080354318352215,6.363961030678928,7.040596565632773,4.272001872658765
