,2014-12-14 06:00:00,2014-12-14 09:00:00,2014-12-14 12:00:00,2014-12-14 15:00:00,2014-12-14 18:00:00,2014-12-14 21:00:00,2014-12-15 00:00:00,2014-12-15 03:00:00,2014-12-15 06:00:00
DWPC,2.78,2.65,3.75,5.01,6.97,7.38,5.85,5.27,4.9
HCLD,0.0,12.0,6.0,12.0,18.0,25.0,1.0,54.0,84.0
LCLD,1.0,1.0,45.0,97.0,51.0,0.0,0.0,0.0,2.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.04,0.16,0.02,0.0,0.0,0.0,0.0
PRES,993.0,992.4,992.7,992.8,991.6,990.5,990.3,989.9,988.7
TMPC,3.74,3.34,4.34,5.64,9.54,9.84,6.64,5.94,5.44
UWND,1.9,1.8,1.0,0.4,-0.4,-0.6,-1.5,-1.5,-2.0
VWND,2.5,2.1,1.8,2.7,3.9,3.9,4.1,4.4,4.7
WSPD,3.1400636936215163,2.7658633371878665,2.0591260281974,2.7294688127912363,3.9204591567825315,3.9458839313897713,4.365775990588615,4.648655719667784,5.107837115648854
