,2013-07-15 06:00:00,2013-07-15 09:00:00,2013-07-15 12:00:00,2013-07-15 15:00:00,2013-07-15 18:00:00,2013-07-15 21:00:00,2013-07-16 00:00:00,2013-07-16 03:00:00,2013-07-16 06:00:00
DWPC,21.6,21.05,21.52,22.93,23.44,23.85,24.66,22.01,20.52
HCLD,38.0,54.0,80.0,62.0,60.0,12.0,38.0,89.0,79.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.07,0.22,0.02,0.0,0.0
PRES,994.5,994.9,996.3,996.8,996.6,995.5,995.5,997.0,997.1
TMPC,22.04,21.54,22.24,26.64,28.94,29.54,27.34,22.94,21.44
UWND,-2.5,-1.7,-1.5,-1.6,-0.9,-0.8,-1.4,-1.2,0.1
VWND,0.5,1.3,1.4,2.5,3.1,2.8,1.7,2.0,1.9
WSPD,2.5495097567963922,2.1400934559032696,2.0518284528683193,2.968164415931166,3.228002478313795,2.912043955712207,2.202271554554524,2.33238075793812,1.9026297590440446
