,2013-04-16 06:00:00,2013-04-16 09:00:00,2013-04-16 12:00:00,2013-04-16 15:00:00,2013-04-16 18:00:00,2013-04-16 21:00:00,2013-04-17 00:00:00,2013-04-17 03:00:00,2013-04-17 06:00:00
DWPC,9.09,5.37,6.23,7.0,7.58,8.37,9.16,7.72,4.68
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,-9999.0
LCLD,98.0,99.0,71.0,98.0,96.0,85.0,89.0,88.0,92.0
MCLD,0.0,1.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.53,0.18,0.06,0.11,0.07,0.29,0.15,0.15
PRES,986.1,987.9,990.3,992.3,993.5,992.3,993.7,994.6,995.1
TMPC,10.34,7.64,8.04,9.34,10.84,11.84,11.04,9.64,8.04
UWND,1.0,-0.7,-1.2,-1.9,-2.0,-3.2,-2.8,-3.8,-3.4
VWND,-4.5,-4.9,-2.9,-3.6,-2.5,-2.9,-2.0,-3.3,-3.3
WSPD,4.6097722286464435,4.949747468305833,3.138470965295043,4.070626487409524,3.2015621187164243,4.318564576337837,3.4409301068170506,5.032891812864648,4.738143096192853
