,2012-04-29 06:00:00,2012-04-29 09:00:00,2012-04-29 12:00:00,2012-04-29 15:00:00,2012-04-29 18:00:00,2012-04-29 21:00:00,2012-04-30 00:00:00,2012-04-30 03:00:00,2012-04-30 06:00:00
DWPC,8.43,7.49,6.2,7.88,11.8,13.82,14.64,14.53,14.63
HCLD,98.0,99.0,97.0,94.0,92.0,98.0,98.0,97.0,97.0
LCLD,74.0,98.0,96.0,99.0,33.0,41.0,27.0,1.0,5.0
MCLD,5.0,85.0,13.0,0.0,44.0,98.0,88.0,40.0,68.0
PRCP,0.0,1.82,0.37,0.15,0.01,1.08,3.11,0.06,0.86
PRES,991.9,991.9,992.9,993.5,993.3,991.5,990.5,991.0,989.7
TMPC,9.64,8.74,7.74,9.94,14.94,16.14,15.34,14.94,15.24
UWND,-3.8,-4.3,-4.8,-4.3,-2.9,-3.4,-3.6,-2.9,-1.4
VWND,0.1,-1.2,-0.5,0.2,0.9,0.1,1.4,2.4,3.6
WSPD,3.8013155617496426,4.464302857109943,4.825971404805461,4.304648650006176,3.0364452901377956,3.4014702703389896,3.862641583165593,3.7643060449437424,3.862641583165593
