,2014-01-31 06:00:00,2014-01-31 09:00:00,2014-01-31 12:00:00,2014-01-31 15:00:00,2014-01-31 18:00:00,2014-01-31 21:00:00,2014-02-01 00:00:00,2014-02-01 03:00:00,2014-02-01 06:00:00
DWPC,-5.11,-6.65,-10.81,-11.94,-9.65,-7.47,-6.56,-5.62,-3.94
HCLD,91.0,89.0,99.0,99.0,95.0,66.0,68.0,94.0,96.0
LCLD,82.0,9.0,1.0,36.0,58.0,71.0,95.0,100.0,100.0
MCLD,1.0,52.0,96.0,99.0,97.0,99.0,101.0,1.0,29.0
PRCP,0.0,0.0,0.0,0.1,0.75,0.94,0.73,0.53,0.73
PRES,987.0,988.8,991.0,993.0,993.0,991.2,991.6,990.6,989.0
TMPC,-1.56,-4.16,-5.36,-5.96,-5.96,-5.36,-5.16,-4.66,-2.86
UWND,3.6,1.5,0.2,-0.5,-1.8,-2.9,-3.4,-4.1,-3.5
VWND,-1.2,-3.3,-3.2,-2.5,-2.3,-0.9,-1.3,-0.2,0.3
WSPD,3.794733192202055,3.6249137920783716,3.2062439083762797,2.5495097567963922,2.9206163733020465,3.0364452901377956,3.640054944640259,4.104875150354758,3.5128336140500593
