,2014-01-27 06:00:00,2014-01-27 09:00:00,2014-01-27 12:00:00,2014-01-27 15:00:00,2014-01-27 18:00:00,2014-01-27 21:00:00,2014-01-28 00:00:00,2014-01-28 03:00:00,2014-01-28 06:00:00
DWPC,-19.26,-21.28,-23.53,-24.92,-25.13,-24.69,-24.88,-25.09,-25.31
HCLD,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,91.0,1.0,25.0,10.0,8.0,12.0,0.0,0.0,0.0
MCLD,94.0,19.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,985.9,991.7,995.2,999.1,1000.6,1001.1,1002.8,1004.1,1004.6
TMPC,-10.36,-15.06,-17.06,-18.16,-17.56,-17.36,-18.46,-19.36,-19.66
UWND,9.3,7.7,6.5,5.9,6.0,5.5,4.5,3.3,2.8
VWND,-9.0,-7.7,-6.7,-5.9,-4.9,-4.2,-3.8,-3.6,-2.8
WSPD,12.941792766073794,10.889444430272832,9.334880824091972,8.34386001800126,7.746612162745725,6.920260110718383,5.8898217290508885,4.883646178829912,3.959797974644666
