,2013-08-06 06:00:00,2013-08-06 09:00:00,2013-08-06 12:00:00,2013-08-06 15:00:00,2013-08-06 18:00:00,2013-08-06 21:00:00,2013-08-07 00:00:00,2013-08-07 03:00:00,2013-08-07 06:00:00
DWPC,17.1,16.5,16.89,20.82,23.15,23.81,24.39,22.67,21.43
HCLD,28.0,0.0,0.0,4.0,96.0,99.0,99.0,81.0,89.0
LCLD,10.0,8.0,0.0,1.0,3.0,9.0,-9999.0,0.0,2.0
MCLD,36.0,0.0,0.0,0.0,0.0,0.0,16.0,97.0,79.0
PRCP,0.0,0.0,0.0,0.0,0.02,0.13,0.44,3.44,0.85
PRES,985.6,984.7,985.1,985.2,984.9,983.4,983.5,984.3,984.3
TMPC,17.94,17.04,18.14,24.24,28.04,28.64,25.44,23.24,22.04
UWND,0.4,0.8,-0.1,0.0,0.3,0.2,1.3,2.3,0.1
VWND,2.3,2.1,2.6,1.2,1.9,2.0,2.3,0.8,1.3
WSPD,2.33452350598575,2.247220505424423,2.6019223662515376,1.2,1.9235384061671343,2.009975124224178,2.6419689627245813,2.435159132377184,1.3038404810405297
