,2015-07-07 06:00:00,2015-07-07 09:00:00,2015-07-07 12:00:00,2015-07-07 15:00:00,2015-07-07 18:00:00,2015-07-07 21:00:00,2015-07-08 00:00:00,2015-07-08 03:00:00,2015-07-08 06:00:00
DWPC,20.49,20.07,20.69,20.83,16.59,15.01,14.61,13.95,12.59
HCLD,100.0,89.0,99.0,100.0,100.0,100.0,42.0,94.0,100.0
LCLD,0.0,0.0,0.0,33.0,91.0,71.0,99.0,100.0,100.0
MCLD,56.0,15.0,27.0,51.0,99.0,100.0,100.0,34.0,0.0
PRCP,0.0,2.35,0.92,6.72,10.78,6.94,10.26,3.06,0.08
PRES,985.8,985.2,985.6,986.6,987.6,986.6,987.1,988.2,988.2
TMPC,22.04,20.84,21.64,21.74,17.24,15.94,15.44,15.14,14.24
UWND,1.7,1.8,1.9,-0.6,-3.6,-7.7,-5.3,-4.5,-3.1
VWND,4.0,2.5,1.2,-3.4,-5.8,-5.0,-5.8,-7.0,-5.8
WSPD,4.346262762420146,3.0805843601498726,2.247220505424423,3.4525353003264136,6.826419266350405,9.180958555619343,7.856844150166147,8.32165848854662,6.576473218982953
