,2016-03-28 06:00:00,2016-03-28 09:00:00,2016-03-28 12:00:00,2016-03-28 15:00:00,2016-03-28 18:00:00,2016-03-28 21:00:00,2016-03-29 00:00:00,2016-03-29 03:00:00,2016-03-29 06:00:00
DWPC,4.5,3.82,2.88,3.85,2.87,1.98,2.55,1.96,1.69
HCLD,-9999.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
LCLD,92.0,59.0,1.0,4.0,82.0,1.0,-9999.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0
PRES,986.3,987.7,989.8,991.9,992.9,991.9,993.2,995.2,996.1
TMPC,7.04,5.84,4.04,7.24,9.64,12.24,9.54,6.84,5.44
UWND,6.5,5.4,4.4,3.8,3.4,2.3,-0.5,-1.9,-1.9
VWND,-4.7,-3.2,-2.6,-3.6,-3.8,-4.5,-2.7,-0.9,0.7
WSPD,8.02122185206219,6.276941930590087,5.110772935672255,5.2345009313209605,5.0990195135927845,5.053711507397311,2.7459060435491964,2.1023796041628637,2.0248456731316584
