,2014-09-23 06:00:00,2014-09-23 09:00:00,2014-09-23 12:00:00,2014-09-23 15:00:00,2014-09-23 18:00:00,2014-09-23 21:00:00,2014-09-24 00:00:00,2014-09-24 03:00:00,2014-09-24 06:00:00
DWPC,6.0,6.22,6.06,9.55,9.96,10.51,10.11,9.65,9.25
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,997.6,998.0,998.4,999.6,998.8,996.9,997.4,998.8,998.0
TMPC,7.74,7.74,7.34,16.14,20.44,21.04,13.74,12.64,11.34
UWND,-1.4,-1.2,-1.3,-1.2,-1.3,-1.4,-2.1,-2.6,-2.7
VWND,0.1,1.1,0.9,0.8,1.5,0.7,0.5,1.0,1.2
WSPD,1.40356688476182,1.6278820596099708,1.5811388300841898,1.4422205101855958,1.9849433241279208,1.5652475842498528,2.1587033144922905,2.785677655436824,2.9546573405388314
