,2010-12-22 06:00:00,2010-12-22 09:00:00,2010-12-22 12:00:00,2010-12-22 15:00:00,2010-12-22 18:00:00,2010-12-22 21:00:00,2010-12-23 00:00:00,2010-12-23 03:00:00,2010-12-23 06:00:00
DWPC,-0.43,-4.34,-8.11,-7.43,-4.56,-2.78,-1.95,-4.58,-5.73
HCLD,38.0,23.0,33.0,18.0,40.0,2.0,0.0,0.0,14.0
LCLD,89.0,46.0,24.0,32.0,84.0,87.0,83.0,37.0,1.0
MCLD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.02,0.06,0.07,0.06,0.0,0.0
PRES,989.8,990.4,992.2,994.2,995.6,996.8,999.2,1000.9,1001.5
TMPC,-0.26,-3.96,-7.16,-6.06,-2.96,-1.56,-1.66,-4.16,-5.26
UWND,3.7,4.7,3.9,3.8,2.7,1.2,0.3,-2.2,-2.5
VWND,-1.5,-3.6,-4.0,-5.1,-5.2,-5.1,-4.1,-3.5,-2.0
WSPD,3.992492955535426,5.920304046246274,5.586591089385369,6.360031446463138,5.8591808301161015,5.239274758971894,4.110960958218893,4.1340053217188775,3.2015621187164243
