,2013-12-07 06:00:00,2013-12-07 09:00:00,2013-12-07 12:00:00,2013-12-07 15:00:00,2013-12-07 18:00:00,2013-12-07 21:00:00,2013-12-08 00:00:00,2013-12-08 03:00:00,2013-12-08 06:00:00
DWPC,-16.54,-17.11,-17.21,-17.56,-16.5,-16.74,-16.51,-16.39,-16.53
HCLD,0.0,0.0,0.0,0.0,0.0,1.0,9.0,88.0,96.0
LCLD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,1004.6,1006.0,1007.5,1009.2,1008.6,1007.6,1007.3,1008.2,1005.5
TMPC,-8.66,-9.56,-10.26,-9.26,-6.86,-6.16,-8.46,-8.76,-8.56
UWND,1.6,1.0,0.8,0.1,0.4,-0.2,-1.7,-2.1,-3.3
VWND,-4.2,-4.2,-4.1,-4.3,-3.8,-3.5,-2.8,-0.8,-2.0
WSPD,4.494441010848846,4.317406628984581,4.177319714841085,4.301162633521313,3.82099463490856,3.5057096285916205,3.27566787083184,2.247220505424423,3.8587562763149474
