,2012-02-28 06:00:00,2012-02-28 09:00:00,2012-02-28 12:00:00,2012-02-28 15:00:00,2012-02-28 18:00:00,2012-02-28 21:00:00,2012-02-29 00:00:00,2012-02-29 03:00:00,2012-02-29 06:00:00
DWPC,-3.88,-3.62,-3.5,-3.56,-1.81,0.53,3.07,5.33,8.77
HCLD,0.0,4.0,26.0,20.0,2.0,0.0,0.0,0.0,72.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,42.0,87.0,61.0
MCLD,42.0,81.0,75.0,22.0,36.0,0.0,0.0,67.0,27.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.11
PRES,1003.7,1003.0,1001.9,1000.8,997.9,993.0,990.5,986.9,981.8
TMPC,-0.16,-0.36,-0.56,2.14,7.24,9.94,8.04,8.14,9.54
UWND,-2.7,-2.7,-3.2,-3.6,-3.0,-2.9,-3.2,-4.1,-2.4
VWND,-0.3,0.6,1.1,2.9,4.0,4.5,3.9,5.8,6.8
WSPD,2.716615541441225,2.7658633371878665,3.3837848631377265,4.622769732530488,5.0,5.3535035257296695,5.044799302251776,7.102816342831906,7.211102550927978
