,2011-09-05 06:00:00,2011-09-05 09:00:00,2011-09-05 12:00:00,2011-09-05 15:00:00,2011-09-05 18:00:00,2011-09-05 21:00:00,2011-09-06 00:00:00,2011-09-06 03:00:00,2011-09-06 06:00:00
DWPC,11.02,11.03,10.91,11.53,11.12,11.06,10.5,9.0,8.85
HCLD,7.0,14.0,60.0,2.0,12.0,98.0,100.0,99.0,101.0
LCLD,1.0,2.0,28.0,8.0,68.0,68.0,2.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.03,0.05,0.02,0.0,0.0,0.0
PRES,988.6,988.4,989.5,990.6,991.1,990.4,991.1,992.2,992.8
TMPC,11.94,11.24,11.54,16.44,17.84,18.34,14.64,12.24,10.94
UWND,0.8,0.4,0.0,-2.1,-2.5,-2.6,-1.8,-1.7,-2.1
VWND,-3.7,-4.0,-4.4,-5.9,-5.4,-5.2,-4.2,-3.9,-3.0
WSPD,3.78549864614954,4.019950248448356,4.4,6.26258732474047,5.950630218724736,5.813776741499454,4.5694638635183455,4.254409477236529,3.661966684720111
