,2017-10-25 06:00:00,2017-10-25 09:00:00,2017-10-25 12:00:00,2017-10-25 15:00:00,2017-10-25 18:00:00,2017-10-25 21:00:00,2017-10-26 00:00:00,2017-10-26 03:00:00,2017-10-26 06:00:00
DWPC,-0.67,-2.58,-1.9,-1.2,-0.27,0.9,1.21,1.49,1.01
HCLD,84.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0
LCLD,29.0,0.0,0.0,33.0,67.0,94.0,47.0,0.0,0.0
MCLD,0.0,0.0,17.0,67.0,68.0,100.0,50.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.19,0.68,0.72,1.02,0.0,0.0
PRES,983.7,983.4,982.5,982.8,981.3,981.1,982.7,984.0,984.6
TMPC,4.94,2.94,3.24,5.04,8.44,9.54,6.44,4.74,4.04
UWND,4.4,4.7,4.8,4.3,1.5,0.9,-2.1,-2.1,-1.7
VWND,-1.6,-1.1,0.1,0.2,1.7,1.8,0.9,1.5,1.6
WSPD,4.68187996428785,4.8270073544588685,4.801041553663121,4.304648650006176,2.2671568097509267,2.012461179749811,2.2847319317591728,2.5806975801127883,2.3345235059857505
