,2014-04-02 06:00:00,2014-04-02 09:00:00,2014-04-02 12:00:00,2014-04-02 15:00:00,2014-04-02 18:00:00,2014-04-02 21:00:00,2014-04-03 00:00:00,2014-04-03 03:00:00,2014-04-03 06:00:00
DWPC,3.17,3.44,3.09,3.23,5.65,7.54,8.41,10.56,13.05
HCLD,73.0,8.0,14.0,31.0,97.0,79.0,79.0,93.0,99.0
LCLD,100.0,100.0,66.0,98.0,40.0,96.0,94.0,94.0,92.0
MCLD,96.0,46.0,0.0,1.0,97.0,34.0,0.0,34.0,46.0
PRCP,0.0,0.24,0.01,0.15,3.31,2.44,0.96,5.82,13.8
PRES,991.6,990.8,991.8,991.9,990.4,987.7,985.5,984.2,982.1
TMPC,6.64,6.34,5.34,6.34,8.84,9.24,9.34,10.94,13.34
UWND,-0.5,-1.7,-2.5,-4.6,-3.8,-3.3,-4.7,-4.6,-0.3
VWND,-2.0,-1.1,-0.3,-0.3,1.1,-1.3,-1.1,0.4,2.3
WSPD,2.0615528128088303,2.0248456731316584,2.5179356624028344,4.6097722286464435,3.9560080889704965,3.5468295701936396,4.8270073544588685,4.617358552246078,2.3194827009486403
