,2013-08-13 06:00:00,2013-08-13 09:00:00,2013-08-13 12:00:00,2013-08-13 15:00:00,2013-08-13 18:00:00,2013-08-13 21:00:00,2013-08-14 00:00:00,2013-08-14 03:00:00,2013-08-14 06:00:00
DWPC,17.94,16.48,15.29,17.21,14.5,13.86,14.13,10.54,8.11
HCLD,15.0,0.0,0.0,0.0,26.0,94.0,98.0,99.0,97.0
LCLD,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
PRES,987.3,986.9,988.5,989.6,991.0,990.4,991.4,992.5,993.1
TMPC,18.34,16.84,15.54,20.34,23.34,22.64,18.44,14.14,11.54
UWND,1.3,0.4,-0.1,-2.0,-1.0,-0.9,-1.6,-2.3,-1.7
VWND,-1.9,-2.5,-2.9,-3.7,-4.3,-4.3,-3.1,-2.6,-2.2
WSPD,2.3021728866442674,2.5317977802344327,2.9017236257093817,4.205948168962618,4.414748010928823,4.393176527297759,3.488552708502482,3.4713109915419564,2.7802877548915688
