,2011-09-10 06:00:00,2011-09-10 09:00:00,2011-09-10 12:00:00,2011-09-10 15:00:00,2011-09-10 18:00:00,2011-09-10 21:00:00,2011-09-11 00:00:00,2011-09-11 03:00:00,2011-09-11 06:00:00
DWPC,11.49,9.68,11.01,16.57,17.01,17.53,15.57,13.39,13.33
HCLD,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,-9999.0
LCLD,0.0,0.0,0.0,0.0,10.0,6.0,36.0,3.0,1.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.07,1.25,0.23,0.0,0.0
PRES,986.4,986.4,987.3,987.8,987.8,986.5,987.0,988.2,988.0
TMPC,11.94,9.94,11.24,20.54,23.64,23.14,17.04,14.44,14.04
UWND,-0.8,-0.3,-0.6,-0.6,-0.7,-0.9,-0.9,-1.1,-1.3
VWND,0.9,0.4,0.0,-0.4,-1.0,-0.4,-0.5,-0.8,-0.6
WSPD,1.2041594578792296,0.5,0.6,0.7211102550927979,1.2206555615733703,0.9848857801796105,1.0295630140987,1.3601470508735445,1.4317821063276355
