,2014-04-17 06:00:00,2014-04-17 09:00:00,2014-04-17 12:00:00,2014-04-17 15:00:00,2014-04-17 18:00:00,2014-04-17 21:00:00,2014-04-18 00:00:00,2014-04-18 03:00:00,2014-04-18 06:00:00
DWPC,-0.19,-0.06,0.69,3.06,4.72,6.02,7.22,7.28,7.67
HCLD,40.0,32.0,62.0,87.0,99.0,100.0,90.0,98.0,98.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,81.0
MCLD,0.0,0.0,0.0,49.0,97.0,99.0,97.0,99.0,99.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45
PRES,994.5,993.8,994.7,996.4,996.5,995.8,996.2,997.1,996.6
TMPC,3.34,2.64,3.04,9.54,13.54,14.94,11.94,10.24,9.24
UWND,-1.0,-0.2,0.4,1.9,2.7,2.8,1.6,-0.3,-0.7
VWND,3.7,4.2,4.4,4.7,4.1,2.8,-0.8,-1.9,-1.3
WSPD,3.83275357934736,4.2047592083257275,4.418144406874904,5.06951674225463,4.909175083453431,3.959797974644666,1.788854381999832,1.9235384061671343,1.47648230602334
