,2018-10-15 06:00:00,2018-10-15 09:00:00,2018-10-15 12:00:00,2018-10-15 15:00:00,2018-10-15 18:00:00,2018-10-15 21:00:00,2018-10-16 00:00:00,2018-10-16 03:00:00,2018-10-16 06:00:00
DWPC,8.92,6.78,2.43,-0.12,-1.85,-2.44,-1.6,-1.52,-1.84
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,100.0,91.0,87.0,50.0,25.0,0.0,0.0,0.0,0.0
MCLD,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.12,0.02,0.01,0.0,0.0,0.0,0.0,0.0
PRES,989.2,991.1,993.3,996.9,997.6,996.8,998.7,999.1,998.8
TMPC,10.64,8.84,5.04,6.24,9.14,9.74,6.34,4.74,3.44
UWND,1.5,3.6,3.5,3.5,4.1,4.2,3.0,2.5,2.3
VWND,-2.5,-4.4,-5.2,-5.3,-4.6,-3.7,-1.4,-1.7,-0.5
WSPD,2.9154759474226504,5.685068161420759,6.268173577685928,6.351377803280167,6.161980201201558,5.597320787662612,3.3105890714493698,3.023243291566195,2.3537204591879637
