,2012-01-17 06:00:00,2012-01-17 09:00:00,2012-01-17 12:00:00,2012-01-17 15:00:00,2012-01-17 18:00:00,2012-01-17 21:00:00,2012-01-18 00:00:00,2012-01-18 03:00:00,2012-01-18 06:00:00
DWPC,9.52,8.94,6.47,1.61,-1.84,-4.9,-7.39,-9.42,-11.26
HCLD,62.0,42.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,95.0,92.0,94.0,91.0,93.0,98.0,94.0,100.0,58.0
MCLD,98.0,85.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,4.13,1.93,0.34,0.08,0.21,0.07,0.09,0.0
PRES,978.5,976.3,976.3,979.4,983.9,988.2,992.4,995.1,997.0
TMPC,10.04,9.44,7.04,3.34,1.54,-0.56,-2.96,-4.56,-6.06
UWND,3.8,4.6,5.4,8.1,9.8,7.2,6.0,4.0,3.1
VWND,5.3,2.0,-1.4,-1.9,-4.0,-6.6,-6.3,-6.3,-4.7
WSPD,6.521502894272148,5.015974481593781,5.578530272392541,8.319855767980597,10.584894897919394,9.767292357659825,8.7,7.462573282722254,5.630275304103699
