,2016-02-08 06:00:00,2016-02-08 09:00:00,2016-02-08 12:00:00,2016-02-08 15:00:00,2016-02-08 18:00:00,2016-02-08 21:00:00,2016-02-09 00:00:00,2016-02-09 03:00:00,2016-02-09 06:00:00
DWPC,-1.31,-1.68,-2.45,-7.87,-8.1,-8.17,-7.74,-8.03,-8.22
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,1.0,8.0,68.0,81.0,93.0,100.0,98.0,88.0,94.0
MCLD,28.0,12.0,0.0,30.0,90.0,81.0,15.0,30.0,40.0
PRCP,0.0,0.02,0.44,0.1,0.19,0.38,0.4,0.24,0.25
PRES,980.3,978.4,977.7,978.8,978.9,978.4,979.6,979.6,979.4
TMPC,0.94,-0.06,-0.26,-2.46,-2.06,-2.86,-3.86,-4.56,-4.76
UWND,3.5,4.4,7.0,7.4,7.1,6.8,6.7,7.0,7.6
VWND,1.3,1.3,-3.8,-3.9,-3.0,-2.9,-5.2,-4.7,-5.1
WSPD,3.7336309405188937,4.588027898781785,7.964923100695951,8.364807230295268,7.707788269017254,7.392563831310487,8.481155581640984,8.431488599292535,9.152595260361949
