,2013-07-21 06:00:00,2013-07-21 09:00:00,2013-07-21 12:00:00,2013-07-21 15:00:00,2013-07-21 18:00:00,2013-07-21 21:00:00,2013-07-22 00:00:00,2013-07-22 03:00:00,2013-07-22 06:00:00
DWPC,19.68,17.86,17.06,19.7,20.65,22.23,22.46,20.48,19.78
HCLD,98.0,62.0,2.0,38.0,96.0,58.0,94.0,87.0,91.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,43.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,3.17
PRES,986.2,986.0,986.9,987.6,986.5,985.3,984.6,986.1,985.5
TMPC,20.44,18.44,18.54,23.84,27.44,28.54,25.94,21.64,20.54
UWND,-2.2,-2.2,-2.1,-2.0,-2.6,-1.4,-2.0,-1.4,-0.8
VWND,-1.6,-0.9,-0.4,-1.1,1.2,0.8,0.1,0.8,1.5
WSPD,2.720294101747089,2.3769728648009427,2.137755832643195,2.2825424421026654,2.863564212655271,1.6124515496597098,2.0024984394500787,1.6124515496597098,1.7
