,2016-06-22 06:00:00,2016-06-22 09:00:00,2016-06-22 12:00:00,2016-06-22 15:00:00,2016-06-22 18:00:00,2016-06-22 21:00:00,2016-06-23 00:00:00,2016-06-23 03:00:00,2016-06-23 06:00:00
DWPC,15.6,17.73,19.08,21.03,23.46,23.42,24.69,22.72,21.64
HCLD,0.0,99.0,99.0,100.0,100.0,65.0,25.0,35.0,63.0
LCLD,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,88.0,97.0,29.0,1.0,1.0,0.0,0.0
PRCP,0.0,1.75,3.91,0.91,4.73,2.72,0.89,0.0,0.0
PRES,987.3,987.8,987.0,987.0,986.2,984.8,982.2,981.9,981.4
TMPC,17.44,19.14,20.14,22.34,26.74,28.74,28.64,26.04,26.34
UWND,0.0,-0.6,-1.9,-2.2,-4.2,-0.3,0.1,3.3,5.6
VWND,-0.1,-0.1,2.8,2.9,1.1,5.6,4.7,5.7,4.9
WSPD,0.1,0.6082762530298219,3.383784863137726,3.640054944640259,4.341658669218482,5.60802995712398,4.701063709417264,6.586349520030045,7.441102068914255
