,2016-01-21 06:00:00,2016-01-21 09:00:00,2016-01-21 12:00:00,2016-01-21 15:00:00,2016-01-21 18:00:00,2016-01-21 21:00:00,2016-01-22 00:00:00,2016-01-22 03:00:00,2016-01-22 06:00:00
DWPC,-11.89,-11.26,-10.5,-9.57,-7.79,-6.88,-8.43,-10.31,-10.83
HCLD,94.0,97.0,99.0,99.0,25.0,0.0,0.0,0.0,0.0
LCLD,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,28.0,96.0,95.0,93.0,89.0,87.0,28.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,996.8,997.4,998.5,999.0,998.3,996.5,996.7,996.3,995.5
TMPC,-9.96,-9.46,-8.66,-7.46,-5.06,-4.46,-6.76,-8.46,-8.76
UWND,-2.5,-2.3,-2.6,-3.7,-4.0,-3.4,-3.3,-3.8,-3.5
VWND,0.3,0.6,0.0,-0.3,-0.4,-1.7,-2.9,-2.7,-3.8
WSPD,2.5179356624028344,2.3769728648009423,2.6,3.7121422386541174,4.019950248448356,3.8013155617496426,4.393176527297759,4.661544808322666,5.166236541235795
