,2018-09-20 06:00:00,2018-09-20 09:00:00,2018-09-20 12:00:00,2018-09-20 15:00:00,2018-09-20 18:00:00,2018-09-20 21:00:00,2018-09-21 00:00:00,2018-09-21 03:00:00,2018-09-21 06:00:00
DWPC,20.1,20.09,20.31,22.1,22.47,22.45,22.11,20.42,19.84
HCLD,1.0,80.0,53.0,35.0,28.0,52.0,35.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.54,3.63,0.04,0.0,0.0,0.0
PRES,988.3,988.2,988.6,988.9,987.9,985.8,985.7,985.7,985.3
TMPC,22.44,21.74,21.34,26.54,29.54,29.94,26.14,25.04,24.84
UWND,-1.7,-0.9,-0.3,0.7,1.7,2.2,1.2,1.8,2.7
VWND,2.0,2.4,2.7,4.8,5.1,6.1,4.5,5.5,6.2
WSPD,2.6248809496813372,2.563201123595259,2.716615541441225,4.850773134253961,5.375872022286245,6.48459713474939,4.657252408878008,5.7870545184921145,6.762396025078686
