,2013-04-08 06:00:00,2013-04-08 09:00:00,2013-04-08 12:00:00,2013-04-08 15:00:00,2013-04-08 18:00:00,2013-04-08 21:00:00,2013-04-09 00:00:00,2013-04-09 03:00:00,2013-04-09 06:00:00
DWPC,13.57,13.54,12.82,13.52,14.71,15.46,15.4,13.71,12.94
HCLD,85.0,99.0,99.0,54.0,54.0,28.0,48.0,45.0,71.0
LCLD,8.0,60.0,90.0,98.0,98.0,92.0,100.0,70.0,10.0
MCLD,12.0,97.0,1.0,1.0,-9999.0,90.0,96.0,33.0,1.0
PRCP,0.0,2.16,0.79,0.61,0.51,0.63,0.82,0.23,0.0
PRES,983.8,981.0,979.1,980.1,981.3,981.3,982.2,984.4,984.9
TMPC,13.84,14.14,13.54,14.64,17.14,17.24,16.24,14.64,13.54
UWND,-1.5,-0.8,0.3,3.1,3.7,1.9,0.6,1.4,1.0
VWND,3.8,6.4,7.3,6.0,4.7,4.8,3.9,4.7,3.6
WSPD,4.085339643163099,6.44980619863884,7.306161783043132,6.753517601961218,5.981638571495273,5.162363799656123,3.9458839313897713,4.904079934095692,3.736308338453881
