,2015-02-21 06:00:00,2015-02-21 09:00:00,2015-02-21 12:00:00,2015-02-21 15:00:00,2015-02-21 18:00:00,2015-02-21 21:00:00,2015-02-22 00:00:00,2015-02-22 03:00:00,2015-02-22 06:00:00
DWPC,-5.83,-4.75,-3.62,-3.08,-2.07,-1.74,-3.8,-5.89,-10.24
HCLD,100.0,100.0,100.0,100.0,66.0,44.0,0.0,0.0,0.0
LCLD,98.0,95.0,93.0,98.0,50.0,88.0,100.0,100.0,36.0
MCLD,100.0,100.0,100.0,90.0,100.0,18.0,0.0,0.0,0.0
PRCP,0.0,5.51,1.54,4.98,1.26,0.02,0.11,0.06,0.0
PRES,986.0,985.1,983.0,983.9,984.5,985.6,989.5,993.5,995.9
TMPC,-5.26,-4.46,-3.26,-2.86,-1.36,-0.76,-2.36,-4.66,-9.06
UWND,-0.6,-0.5,-1.1,-0.2,0.8,2.8,2.9,2.0,1.8
VWND,5.4,1.5,0.6,-2.4,-5.3,-4.7,-4.6,-5.1,-3.1
WSPD,5.43323108288245,1.5811388300841898,1.252996408614167,2.4083189157584592,5.360037313302959,5.470831746635972,5.437830449729009,5.478138369920935,3.5846896657869842
