,2010-09-15 06:00:00,2010-09-15 09:00:00,2010-09-15 12:00:00,2010-09-15 15:00:00,2010-09-15 18:00:00,2010-09-15 21:00:00,2010-09-16 00:00:00,2010-09-16 03:00:00,2010-09-16 06:00:00
DWPC,10.91,9.88,9.42,11.65,14.05,13.99,14.34,15.79,17.56
HCLD,0.0,30.0,52.0,80.0,50.0,98.0,98.0,97.0,99.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,2.0,74.0,57.0,81.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.18
PRES,990.9,991.0,992.1,991.7,990.2,986.8,985.2,985.2,983.5
TMPC,15.74,14.04,13.14,20.64,27.74,28.74,22.94,20.24,19.34
UWND,-2.9,-2.9,-2.9,-2.4,-1.2,0.2,0.0,0.9,2.1
VWND,-0.7,-0.5,-0.3,0.9,2.3,3.3,2.6,2.7,2.8
WSPD,2.9832867780352594,2.9427877939124323,2.9154759474226504,2.563201123595259,2.5942243542145693,3.3060550509633075,2.6,2.8460498941515415,3.5
