,2013-10-03 06:00:00,2013-10-03 09:00:00,2013-10-03 12:00:00,2013-10-03 15:00:00,2013-10-03 18:00:00,2013-10-03 21:00:00,2013-10-04 00:00:00,2013-10-04 03:00:00,2013-10-04 06:00:00
DWPC,18.07,18.61,18.58,18.79,18.32,17.54,17.78,17.78,17.43
HCLD,69.0,99.0,95.0,35.0,17.0,0.0,0.0,0.0,12.0
LCLD,0.0,0.0,12.0,4.0,0.0,7.0,1.0,0.0,0.0
MCLD,0.0,73.0,87.0,13.0,1.0,0.0,0.0,0.0,0.0
PRCP,0.0,9.57,2.43,0.0,0.0,0.0,0.0,0.21,0.0
PRES,987.8,987.9,987.9,988.1,987.3,985.2,986.3,987.2,987.1
TMPC,19.14,19.14,19.24,23.04,26.84,27.44,22.44,20.44,19.64
UWND,0.4,0.9,1.3,3.1,2.4,1.8,0.7,0.3,1.0
VWND,3.1,2.9,3.6,4.0,4.2,4.7,3.0,3.4,3.3
WSPD,3.125699921617557,3.0364452901377956,3.8275318418009276,5.060632371551998,4.8373546489791295,5.032891812864648,3.0805843601498726,3.413209633175202,3.4481879299133333
