,2015-03-26 06:00:00,2015-03-26 09:00:00,2015-03-26 12:00:00,2015-03-26 15:00:00,2015-03-26 18:00:00,2015-03-26 21:00:00,2015-03-27 00:00:00,2015-03-27 03:00:00,2015-03-27 06:00:00
DWPC,2.67,1.0,-0.18,-1.11,-1.89,-2.51,-2.67,-2.85,-3.24
HCLD,100.0,100.0,100.0,98.0,100.0,66.0,34.0,0.0,0.0
LCLD,12.0,65.0,99.0,56.0,0.0,0.0,0.0,0.0,0.0
MCLD,99.0,100.0,100.0,100.0,100.0,100.0,28.0,0.0,14.0
PRCP,0.0,5.72,1.19,0.01,0.0,0.0,0.0,0.0,0.0
PRES,987.0,986.1,987.2,989.1,988.9,988.4,989.1,991.2,991.1
TMPC,4.94,2.84,2.54,2.64,4.04,5.14,3.24,0.64,-0.86
UWND,-2.5,0.5,1.0,1.9,2.9,4.4,2.4,1.7,1.4
VWND,-8.4,-8.0,-5.8,-6.0,-6.3,-6.6,-4.1,-3.7,-2.8
WSPD,8.764131445842194,8.0156097709407,5.885575587824865,6.293647591023825,6.93541635375988,7.932212806020776,4.750789408087881,4.071854614300467,3.1304951684997055
