,2019-08-13 06:00:00,2019-08-13 09:00:00,2019-08-13 12:00:00,2019-08-13 15:00:00,2019-08-13 18:00:00,2019-08-13 21:00:00,2019-08-14 00:00:00,2019-08-14 03:00:00,2019-08-14 06:00:00
DWPC,22.39,21.63,21.38,21.29,22.51,22.47,22.3,20.03,18.6
HCLD,51.0,0.0,34.0,100.0,67.0,0.0,0.0,33.0,17.0
LCLD,4.0,0.0,38.0,100.0,94.0,30.0,15.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.25,0.63,0.06,0.16,0.01
PRES,979.2,979.6,981.6,982.9,983.9,983.3,984.5,986.2,986.8
TMPC,23.54,22.24,22.04,22.34,25.44,26.74,24.64,20.94,19.34
UWND,3.6,3.6,1.4,0.8,1.1,1.0,1.3,0.0,0.6
VWND,0.4,-0.9,-2.7,-3.6,-2.9,-4.3,-3.1,-2.6,-2.7
WSPD,3.622154055254967,3.710795063055895,3.0413812651491097,3.687817782917155,3.1016124838541645,4.414748010928823,3.361547262794322,2.6,2.7658633371878665
