,2018-02-02 06:00:00,2018-02-02 09:00:00,2018-02-02 12:00:00,2018-02-02 15:00:00,2018-02-02 18:00:00,2018-02-02 21:00:00,2018-02-03 00:00:00,2018-02-03 03:00:00,2018-02-03 06:00:00
DWPC,-23.06,-22.32,-21.95,-22.29,-23.6,-23.83,-22.16,-21.32,-18.96
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,69.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,54.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,1002.8,1004.1,1005.4,1007.0,1006.7,1003.6,1002.8,1002.0,1000.0
TMPC,-9.66,-10.56,-11.46,-10.56,-6.96,-4.96,-5.66,-4.86,-3.66
UWND,3.3,3.2,2.9,3.0,3.3,2.6,2.1,1.7,1.8
VWND,-5.1,-4.4,-3.5,-2.6,-1.7,-0.2,1.8,3.0,4.1
WSPD,6.074537019394976,5.440588203494178,4.545327270945404,3.9698866482558417,3.712142238654117,2.6076809620810595,2.7658633371878665,3.448187929913334,4.477722635447622
