,2015-10-20 06:00:00,2015-10-20 09:00:00,2015-10-20 12:00:00,2015-10-20 15:00:00,2015-10-20 18:00:00,2015-10-20 21:00:00,2015-10-21 00:00:00,2015-10-21 03:00:00,2015-10-21 06:00:00
DWPC,-1.51,-2.39,-2.06,0.04,0.82,1.8,2.03,1.89,2.24
HCLD,63.0,3.0,1.0,0.0,8.0,48.0,56.0,61.0,61.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,994.0,994.4,994.5,995.5,994.7,992.5,993.4,994.5,994.9
TMPC,14.24,12.24,11.44,16.04,21.14,22.14,17.04,15.54,15.14
UWND,3.7,3.3,2.9,4.1,3.3,2.3,0.4,1.3,1.5
VWND,6.7,5.6,6.4,7.2,7.4,7.4,5.7,5.7,5.9
WSPD,7.653757247260981,6.499999999999999,7.026378868236469,8.285529554590944,8.10246875958186,7.749193506423749,5.714017850864661,5.846366392897386,6.087692502089769
