,2016-12-17 06:00:00,2016-12-17 09:00:00,2016-12-17 12:00:00,2016-12-17 15:00:00,2016-12-17 18:00:00,2016-12-17 21:00:00,2016-12-18 00:00:00,2016-12-18 03:00:00,2016-12-18 06:00:00
DWPC,-3.81,4.36,1.35,1.99,-0.07,-5.38,-7.52,-8.33,-9.45
HCLD,100.0,0.0,6.0,84.0,14.0,42.0,98.0,44.0,0.0
LCLD,92.0,100.0,100.0,100.0,100.0,99.0,101.0,100.0,98.0
MCLD,1.0,95.0,49.0,0.0,0.0,0.0,16.0,31.0,101.0
PRCP,0.0,3.28,3.48,2.53,0.23,0.08,0.15,0.42,0.44
PRES,978.8,976.9,974.4,973.4,975.0,978.3,982.8,984.7,987.9
TMPC,-2.06,4.74,1.64,2.14,0.64,-3.66,-5.36,-5.96,-7.26
UWND,-0.5,-0.1,-2.2,-0.4,1.9,2.4,4.1,4.1,5.0
VWND,2.8,2.2,-0.1,-1.0,-4.9,-5.3,-5.6,-7.2,-6.8
WSPD,2.8442925306655784,2.202271554554524,2.202271554554524,1.077032961426901,5.2554733373883655,5.818075283115543,6.940461079784253,8.285529554590944,8.440379138403676
