,2019-04-07 06:00:00,2019-04-07 09:00:00,2019-04-07 12:00:00,2019-04-07 15:00:00,2019-04-07 18:00:00,2019-04-07 21:00:00,2019-04-08 00:00:00,2019-04-08 03:00:00,2019-04-08 06:00:00
DWPC,10.46,10.33,10.64,13.55,15.37,15.54,15.39,15.15,14.67
HCLD,100.0,100.0,100.0,100.0,100.0,91.0,95.0,100.0,100.0
LCLD,0.0,0.0,0.0,50.0,75.0,80.0,54.0,0.0,0.0
MCLD,13.0,15.0,57.0,67.0,33.0,0.0,0.0,0.0,19.0
PRCP,0.0,0.0,0.24,0.5700000000000001,0.54,0.19,0.03,0.0,0.0
PRES,990.2,987.5,986.2,985.7,984.5,982.8,982.8,984.6,984.5
TMPC,12.94,12.74,12.74,15.54,18.34,21.74,19.34,17.24,16.24
UWND,-2.8,-3.0,-2.2,0.9,2.9,6.3,3.5,3.3,3.0
VWND,2.9,3.9,4.5,6.1,5.1,3.0,1.6,1.9,1.3
WSPD,4.031128874149275,4.920365840057018,5.008991914547277,6.166036003787198,5.866856057549052,6.977822009767804,3.8483762809787714,3.807886552931954,3.269556544854363
