,2013-01-13 06:00:00,2013-01-13 09:00:00,2013-01-13 12:00:00,2013-01-13 15:00:00,2013-01-13 18:00:00,2013-01-13 21:00:00,2013-01-14 00:00:00,2013-01-14 03:00:00,2013-01-14 06:00:00
DWPC,-0.44,-1.29,-2.72,-3.25,-4.93,-6.71,-7.76,-11.3,-13.52
HCLD,99.0,99.0,95.0,3.0,1.0,7.0,-9999.0,0.0,0.0
LCLD,98.0,88.0,34.0,93.0,87.0,21.0,3.0,0.0,0.0
MCLD,100.0,83.0,1.0,0.0,52.0,91.0,3.0,0.0,0.0
PRCP,0.0,4.49,0.0,0.07,0.16,0.1,0.0,0.0,0.0
PRES,981.7,984.4,985.2,987.6,989.1,988.5,991.8,994.3,995.8
TMPC,0.84,0.64,-0.86,-0.56,-0.66,-0.96,-3.46,-4.76,-5.36
UWND,-2.3,1.5,1.1,2.6,3.5,3.8,5.2,4.9,4.2
VWND,-7.8,-6.8,-4.8,-4.9,-4.4,-4.3,-3.7,-4.0,-3.8
WSPD,8.13203541556479,6.963476143421473,4.924428900898052,5.547071299343465,5.622277118748239,5.738466694161429,6.382005954243541,6.325345840347388,5.663920903402518
