,2013-03-30 06:00:00,2013-03-30 09:00:00,2013-03-30 12:00:00,2013-03-30 15:00:00,2013-03-30 18:00:00,2013-03-30 21:00:00,2013-03-31 00:00:00,2013-03-31 03:00:00,2013-03-31 06:00:00
DWPC,0.56,-0.44,-0.53,2.63,5.15,6.4,7.99,8.8,9.08
HCLD,0.0,10.0,48.0,98.0,84.0,51.0,99.0,85.0,3.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,90.0
MCLD,0.0,0.0,6.0,32.0,32.0,54.0,98.0,32.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.01,0.84,1.18,0.36
PRES,995.8,994.8,993.8,992.6,990.2,987.1,985.3,984.3,982.6
TMPC,3.14,2.04,2.04,6.94,12.24,13.14,10.14,9.74,9.64
UWND,-2.2,-1.6,-2.0,-2.5,-1.5,-0.7,-1.0,0.5,3.5
VWND,1.3,1.9,2.4,3.0,4.5,4.5,2.8,3.2,0.9
WSPD,2.5553864678361276,2.483948469674844,3.1240998703626617,3.905124837953327,4.743416490252569,4.55411901469428,2.973213749463701,3.23882694814033,3.6138621999185303
