,2013-11-14 06:00:00,2013-11-14 09:00:00,2013-11-14 12:00:00,2013-11-14 15:00:00,2013-11-14 18:00:00,2013-11-14 21:00:00,2013-11-15 00:00:00,2013-11-15 03:00:00,2013-11-15 06:00:00
DWPC,-7.74,-7.51,-7.47,-6.79,-5.58,-2.9,-2.98,-2.64,-2.19
HCLD,36.0,48.0,6.0,0.0,4.0,21.0,63.0,81.0,97.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,997.9,996.7,995.5,995.1,993.0,990.8,991.2,991.1,991.0
TMPC,-2.36,-2.86,-3.26,0.74,6.24,6.54,2.54,1.44,1.14
UWND,2.6,2.8,2.6,3.3,3.5,2.3,2.4,2.3,2.6
VWND,4.9,4.6,4.8,6.2,6.5,5.0,5.0,4.8,4.1
WSPD,5.547071299343465,5.385164807134504,5.458937625582473,7.023531875061151,7.3824115301167,5.503635162326805,5.546169849544818,5.322593352868505,4.854894437575342
